food_id,food_name,image_url,declared_status,http_status,content_type,content_length,access_status,reason
FD0134,ikan mas goreng,https://cdn1-production-images-kly.akamaized.net/PoXdFBAzit7rJj6MDEQSxQ35dT8=/0x462:5162x3371/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2930376/original/062217400_1570175183-shutterstock_445394449.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0135,ikan mas pepes,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/01/06/1877204615.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0136,dendeng ikan mujair goreng,https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0137,ikan mujair goreng,https://commons.wikimedia.org/wiki/Special:FilePath/Ikan%20Goreng.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0138,ikan mujair pepes,https://sweetrip.id/wp-content/uploads/2022/10/a-pepeas.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0139,ikan papuyu bakar,https://img-global.cpcdn.com/recipes/c0df8c1401aba288/1200x630cq70/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0140,ikan patin bakar,https://awsimages.detik.net.id/community/media/visual/2022/05/16/resep-ikan-patin-bakar-bumbu-kecap-pedas_43.jpeg?w=1200,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0141,ikan sanggang,https://img-global.cpcdn.com/recipes/fafa134ca5a95acb/680x482cq70/ikan-bakar-kelabau-ala-mamak-tya-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0142,intip goreng,https://img-global.cpcdn.com/recipes/4dece0e171a7ee52/1200x630cq70/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0143,jagung grontol,https://img-global.cpcdn.com/recipes/763fb46246f99eb2/680x482cq70/grontol-jagung-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0144,jagung kuning pipil rebus,https://asset-a.grid.id/crop/0x0:0x0/700x0/photo/2021/11/13/webpnet-resizeimage-2021-11-1-20211113101409.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0145,jagung muda rebus,https://img-global.cpcdn.com/recipes/692c7955006bca76/1200x630cq70/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0146,jagung rebus,https://asset.kompas.com/crops/L0i8I7tD8bIDLcs9nVG_Ok9egfI=/0x0:1000x667/750x500/data/photo/2021/10/05/615b9e713eeda.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0147,jagung sayur tumis,https://upload.wikimedia.org/wikipedia/commons/7/79/Fried_vegetables_%28Hamsa_-_Kuwaiti_food_%29.JPG,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0148,jagung titi,https://upload.wikimedia.org/wikipedia/commons/6/69/Food_Sundanese_Restaurant%2C_Jakarta.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0149,ikan jambal goreng,https://img-global.cpcdn.com/recipes/c8380e9b21a49f17/680x482cq70/ikan-asin-jambal-goreng-renyah-tips-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0150,jambu air,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0151,jambu biji,https://asset.kompas.com/crops/4TGyZIJJ3wev1NuC6g-2Pggg6tA=/51x58:931x644/750x500/data/photo/2022/10/28/635b7364a7089.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0152,jambu bol,https://asset.kompas.com/crops/CRaVBVmC7B0888k4y86iwwNsCvo=/0x41:1000x707/750x500/data/photo/2021/06/15/60c82d8d8e0d2.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0153,jambu monyet buah,https://images.tokopedia.net/img/cache/500-square/product-1/2018/1/7/15542540/15542540_dac5a5c7-8e74-415d-b2c9-2725481acb7d_705_628.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0154,jeruk bali,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2021/11/15053620/Jeruk-Bali-Kaya-Vitamin-C-Ini-Manfaatnya-untuk-Kesehatan.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0155,jeruk banjar segar,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2022/6/20/c671b4ac-5716-43f7-a15a-3a946e27c869.jpg?ect=4g,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0156,jeruk garut,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0157,jeruk kalamansi segar,https://lzd-img-global.slatic.net/g/ff/kf/Sd9344c04c7df41bb8787ac8325e92891D.jpg_200x200q80.jpg_.webp,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0158,jeruk manis,https://img.okezone.com/content/2015/07/30/298/1187784/tips-pilih-jeruk-berkualitas-baik-segar-oOeyrrcWKr.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0159,jeruk nipis,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/03/02/2284586354.png,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0160,ikan pallu kaloa,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,f_jpg,w_480/bj0crytdzulie8ypcyxz.jpg",ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0161,kacang atom,https://img-global.cpcdn.com/recipes/74c03b7bf26daaf4/680x482cq70/sukro-kacang-atom-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0162,kacang belimbing rebus,https://cdn1-production-images-kly.akamaized.net/TNGJxQzLI6y-VeIWmj2-GBuyLBQ=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2729965/original/086034000_1550232841-foto_kecipir.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0163,kacang bogor goreng,https://img-global.cpcdn.com/recipes/375c798c374e2ef5/680x482cq70/kacang-bogor-goreng-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0164,kacang bogor rebus,https://pbs.twimg.com/media/ErcuMzmVcAQFOI9.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0165,kacang gude rebus,https://img-global.cpcdn.com/recipes/dba1205c0417dd10/680x482cq70/gule-kacang-gude-dan-pepaya-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0166,kacang hijau rebus,https://cdns.klimg.com/merdeka.com/i/w/news/2019/11/19/1126920/540x270/tips-dan-cara-membuat-sari-kacang-hijau-yang-benar-untuk-kesuburan.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0167,kacang kapri goreng,https://sc04.alicdn.com/kf/HTB1TBuVqKuSBuNjSsziq6zq8pXae.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0168,kacang kedelai goreng,https://img-global.cpcdn.com/recipes/e4e2747431572f24/680x482cq70/kacang-kedelai-goreng-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0169,kacang kedelai kukus,https://img2.beritasatu.com/cache/beritasatu/910x580-2/20082012110024.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0170,kacang kedelai rebus,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2020/07/27/1000907679.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0171,kacang panjang kukus,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2021/08/20/kacang-panjangjpg-20210820065144.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0172,kacang panjang tumis,https://asset.kompas.com/crops/If5HOEMwzIA4cyaXwjSvrF79U2E=/1x25:963x667/750x500/data/photo/2021/02/27/6039ddfacfede.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0173,kacang sukro,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0174,kacang sukro putih,https://cdn1.productnation.co/stg/sites/5/5cbfb08983c9b.jpeg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0175,kacang tanah atom,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0176,kacang tanah goreng,https://cdn.rasa.my/2018/10/Untitled-design33.png,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0177,kacang tanah rebus,https://img-global.cpcdn.com/recipes/ff019c14f757cfbf/1200x630cq70/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0178,kacang tanah rempeyek,https://img.okezone.com/content/2020/06/15/298/2230610/resep-peyek-kacang-tanah-dan-udang-rebon-renyah-bikin-terus-ngunyah-3j0ZqjZUGs.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0179,kacang tolo rebus,https://img-global.cpcdn.com/recipes/e486ea31cffe0892/680x482cq70/kacang-tolo-kacang-tunggak-rebus-5307-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0180,kacang tunggak rebus,https://cf.shopee.co.id/file/68892d4ed119d6c119cabdbe11503188,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0181,kacang tunggak rempeyek,https://img-global.cpcdn.com/recipes/dc9828ce49f235aa/680x482cq70/peyek-kacang-tunggaktemas-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0182,kalio jeroan sapi,https://img-global.cpcdn.com/recipes/2031e463b74f84a0/1200x630cq70/photo.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0183,kalio kikil sapi,https://asset.kompas.com/crops/mqYtGN3S_jZncBl0Ug8aj0WNS0E=/0x0:1000x667/750x500/data/photo/2021/03/01/603c964830992.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0184,kalio otak sapi,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/sasefoto/original/32036_kalio-otak.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0185,kalio telur,https://img-global.cpcdn.com/recipes/642209af1316da73/680x482cq70/kalio-telur-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0186,kangkung kukus,https://cdn1-production-images-kly.akamaized.net/A3CuOjVcvmP6noevlbrt75x6srk=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3446098/original/094275500_1619997238-stir-fried-vegetables-2245082_1280.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0187,kangkung rebus,https://cdn0-production-images-kly.akamaized.net/-w7C3Sli-qWhlPa4hmzbg324XkA=/190x0:855x665/1200x1200/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/4353847/original/077195900_1678438446-shutterstock_1262667451.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0188,kangkung tumis,https://scm-assets.constant.co/scm/unilever/e9dc924f238fa6cc29465942875fe8f0/17ea3056-4e78-4d25-bd54-cf3a9296188b.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0189,karedok,https://asset.kompas.com/crops/szsUOraQ00vakiV0314KT6-71v8=/0x0:1000x667/750x500/data/photo/2021/07/07/60e56c9f60649.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0190,karedok sayur,https://asset.kompas.com/crops/jbNcoL1_PmijICoxtO4126XbZgM=/0x0:1000x667/780x390/data/photo/2021/07/07/60e56c9f60649.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0191,kecimpring singkong goreng,https://www.eresep.com/media/images/resep/2020/11/18/u9be0rva491sknkbkqfhhuifa1kecip.jpg.1000x650_q85.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0192,kedondong segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/12/4/5329d842-9637-48e3-9d33-eb653a5d9f88.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0193,keju cheddar,https://cdns.klimg.com/merdeka.com/i/w/news/2020/05/08/1175035/content_images/670x335/20200508114326-1-ilustrasi-keju-008-destriyana.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0194,kentang,https://img.freepik.com/free-photo/side-view-basket-bowl-full-potato-sackcloth-wooden-surface-background-with-copy-space_141793-5650.jpg?w=1060&t=st=1684232790~exp=1684233390~hmac=d4c5a62367069d98e3ddf3935be7b63e3f650cd00d6f80da197e948280b1e1b3,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0195,kentang hitam,https://upload.wikimedia.org/wikipedia/commons/7/79/Fried_vegetables_%28Hamsa_-_Kuwaiti_food_%29.JPG,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0196,keripik bayam,https://asset.kompas.com/crops/jYESdylVwVMIxcGzRhIFfZhPjnI=/0x28:1000x694/750x500/data/photo/2021/06/12/60c3ff4b72ad0.jpeg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0197,keripik kentang,https://asset.kompas.com/crops/TaJKfxhk6isVM1cCWS03MJ-LeZw=/32x12:1000x657/780x390/data/photo/2022/05/25/628d7e2eb24a9.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0198,keripik pisang lampung,https://img-global.cpcdn.com/recipes/42103518f5a03444/680x482cq70/keripik-pisang-coklat-khas-lampung-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0199,keripik oncom,https://images.tokopedia.net/img/cache/700/product-1/2020/8/16/58377017/58377017_c917b0cd-8da8-412b-834f-792308dd5144_538_538,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0200,keripik singkong,https://www.astronauts.id/blog/wp-content/uploads/2022/09/Olahan-Keripik-Khas-Indonesia-yang-Bikin-Kamu-Ketagihan-1024x683.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0201,keripik singkong berbumbu,https://www.primarasa.co.id/images/images/Keripik%20Singkong%20Balado%20-%20resep.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0202,keripik tempe,https://assets.pikiran-rakyat.com/crop/0x0:0x0/750x500/photo/2022/07/19/1076813219.png,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0203,keripik ubi,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0204,kerupuk aci,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0205,kerupuk cumi goreng,https://pesonanusantara.co.id/images/upload//p/e/pes-kerupuk-cumi-mgl.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0206,kerupuk ikan berpati,https://cdns.klimg.com/merdeka.com/i/w/news/2022/01/30/1402857/content_images/670x335/20220130223844-1-kerupuk-ikan-patin-001-fellyanda-suci-agiesta.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0207,kemplang goreng,https://asset.kompas.com/crops/Qu-uGRiw6A4NINs_6VhIZBrvp1I=/0x386:667x831/750x500/data/photo/2021/05/12/609b4a1d9af08.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0208,kemplang panggang,https://cdns.klimg.com/merdeka.com/i/w/news/2020/11/20/1244821/content_images/670x335/20201120144433-1-ilustrasi-kemplang-001-tantri-setyorini.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0209,kerupuk kulit kerbau,https://halalmui.org/wp-content/uploads/2022/09/2022-09-01-Kerupuk-Kulit-Kenali-Bahaya-dan-Potensi-Haramnya.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0210,emping melinjo goreng asin,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0211,emping melinjo goreng manis,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0212,emping melinjo tipis goreng,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0213,kerupuk mie kuning goreng,https://id-test-11.slatic.net/p/b79efc608cc0f1f4b19fe026565838ae.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0214,kerupuk sayong,https://filebroker-cdn.lazada.co.id/kf/S92719a0bfec8443981796f166617e6eav.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0215,kerupuk udang,https://cdn0-production-images-kly.akamaized.net/ihQHCeKhKldhY8YlTDkiu0ObeqE=/261x0:928x667/1200x900/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3265798/original/012419700_1602564070-shutterstock_1736290877.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0216,kerupuk udang goreng,https://asset.kompas.com/crops/Vol7WU4iu3WSWKNB3nhw8RFCJdE=/0x9:1000x675/750x500/data/photo/2021/07/27/60ff6fb81ffaf.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0217,kerupuk urat,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/6/3/15bac8fd-dff8-49eb-9561-81a087a02638.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0218,ketan hitam matang,https://asset.kompas.com/crops/agGJ3o2lK5eMmT-VkGdijGLjgpQ=/0x0:1000x667/750x500/data/photo/2020/10/26/5f965ccbd7c1a.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0219,ketan putih matang,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2018/10/13/211488655.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0220,ketela pohonsingkong kukus,https://blog.tokowahab.com/wp-content/uploads/2018/08/resep-agar-agar-singkong.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0221,ketimun,https://www.garnesia.com/images/news/b542.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0222,ketupat ketan,https://awsimages.detik.net.id/community/media/visual/2022/05/01/ketupat-ketan-khas-sumatra-2.jpeg?w=1200,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0223,kerupuk koro,https://cf.shopee.co.id/file/id-11134103-22100-uucup9m29iiv8c,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0224,koro wedus buah muda,https://ahsanfile.files.wordpress.com/2013/08/20121226_084508.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0225,kripik tempe goreng,https://asset.kompas.com/crops/NvawKpjCGV6FrehArD0C-OBjYSI=/3x0:700x465/750x500/data/photo/2020/12/01/5fc629934653a.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0226,kue ali,https://awsimages.detik.net.id/community/media/visual/2022/06/21/resep-kue-cincin_43.jpeg?w=1200,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0227,kue apem,https://cdn0-production-images-kly.akamaized.net/1vXhapwViv08dtFYbhhKKEfqiJ0=/0x542:4608x3139/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3479555/original/004272600_1623394884-shutterstock_1952418853.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0228,kue bangket,https://asset.kompas.com/crops/1zdz3_jE_GfEVcRZKtgL2GokVrA=/0x0:1000x667/750x500/data/photo/2023/02/24/63f805fb8890f.jpeg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0229,kue bugis,https://asset.kompas.com/crops/hHVyMg5BiDHITqTbKdbpz1Un4_c=/0x0:1000x667/750x500/data/photo/2022/06/21/62b109f77f78c.jpeg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0230,kue kelapa,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0231,kue koya,https://media.karousell.com/media/photos/products/2018/08/23/koya_kacang_suuk_asli_bandung_1535029115_863b9a71_progressive.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0232,kue lumpur,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0233,kue mangkok,https://asset.kompas.com/crops/EUNcgQqWtMLzjyycRK-jWqJPg5Q=/3x0:700x465/750x500/data/photo/2021/01/13/5ffe348f5e49a.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0234,kue pacar cina,https://asset.kompas.com/crops/jkimxsmqIcyNJ_UjeHGJML9sT_4=/0x0:698x465/750x500/data/photo/2021/02/20/603069ab80f59.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0235,kue pia,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0236,kue putu cangkir,https://i.ytimg.com/vi/GH8hVDZ3AZA/maxresdefault.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0237,kue putu singkong,https://asset.kompas.com/crops/4HYsevQAK_PJOcsTRt4Tl0vo4YI=/0x0:1000x667/750x500/data/photo/2021/06/10/60c19ee3dbc24.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0238,kue satu,https://upload.wikimedia.org/wikipedia/commons/5/5c/Snack_Dessert.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0239,kue semprong,https://asset.kompas.com/crops/jT3TeOZw6jjDRXgh1-P9Yrz0enI=/0x0:1000x667/750x500/data/photo/2022/01/21/61ea314112848.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0240,kue sus,https://upload.wikimedia.org/wikipedia/commons/4/44/Jajan_Pasar_in_Jakarta_edit.JPG,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0241,kue talam,"https://cdn.yummy.co.id/content-images/images/20220319/ZDxMHnPOfZAq6tXHCLa9WsgeVwHh5Wb2-31363437363439303336d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp",ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0242,kue tambang,https://asset.kompas.com/crops/x2yGurVUxpP-COxvvOjVx2P7lL0=/100x67:900x600/750x500/data/photo/2022/04/14/62578f6fbc8b8.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0243,kue thipan,https://asset.kompas.com/crops/fXb2bs6UVUJNODIGbh7aFfAzUE4=/41x33:950x639/750x500/data/photo/2021/03/05/6041b846aa175.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0244,laksa ayam,https://asset.kompas.com/crops/cmvexYXhxB1oyebUTtLncpQTxNE=/256x116:1280x798/750x500/data/photo/2022/10/11/63455e3290f0e.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0245,lanting getuk,https://cf.shopee.co.id/file/261d5dd52028e4a8ebf57f5957bde6b4,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0246,lawar babi masakan,https://cdn.idntimes.com/content-images/post/20211019/203152501-4176779059011518-795637125163020240-n-c5aa3d72f7ca0ec57070d7c1a60cf2b2_600x400.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0247,lawar ayam,https://img-global.cpcdn.com/recipes/2bad2876953a328b/680x482cq70/lawara-jangang-foto-resep-utama.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0248,lawar ikan,https://nilaigizi.com/assets/images/produk/produk_1535786169.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0249,ledre pisang,https://cdn.idntimes.com/content-images/community/2022/03/127926829-138078701098384-3632478979177553762-n-1fd6c04577e614a24488a2b0565fd065-d95921c5a20494e557ab339600558193.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0250,leupeut ketan,https://sweetrip.id/wp-content/uploads/2021/05/171584083_119493940234318_4941248120678130162_n.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0251,lupis ketan,https://asset.kompas.com/crops/TRFlnZa303pT0iwa7gkId4MCWSA=/0x54:1000x720/750x500/data/photo/2020/06/24/5ef30e98cb1e8.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0252,makaroni rebus,https://img.freepik.com/free-photo/horizontal-view-butterfly-uncooked-pastas-brown-bowl-mixed-color-table-high-resolution-photo_140725-86866.jpg?w=1060&t=st=1684233335~exp=1684233935~hmac=5e53a5f2f8d8db6b49b05831a1ffda6004b9b1fc696423217781874c3ef92e9c,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0253,mangga benggala segar,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0254,mangga gedong,https://www.rumahtanaman.com/wp-content/uploads/2014/05/GG.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0255,mangga golek,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/12/9/98f71686-5832-459e-9732-11f0cc62ac2c.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0256,mangga harum manis,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0257,mangga indramayu,https://asset.kompas.com/crops/oO0XncIXQSUeIA_Uc4k1_y9V5gM=/0x44:1000x711/750x500/data/photo/2022/06/18/62ad5b3acadca.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0258,mangga kopek,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/25/8e436ae5-3754-4c1b-a211-f2c8b50b86f1.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0259,mangga kwini segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/22/5c712852-cd55-4c17-9515-f47bdfb1bf7f.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0260,mangga manalagi segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/11/12/71d9b8e5-1a32-465e-bcc6-0be9e8113e4a.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0261,mangga muda,https://img-cdn.medkomtek.com/5gj7IKgzhEym6vd4Wf0Bvzqak4I=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/BT9WysgDcGiXjX7j0PkI5/original/031876800_1606991796-shutterstock_306861815.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0262,mangga segar,https://upload.wikimedia.org/wikipedia/commons/c/c9/Avocado_Hass_-_single_and_halved.jpg,refreshed,,,,not_checked,manual_real_food_curation_not_live_checked
FD0263,manggis,https://res.cloudinary.com/dk0z4ums3/image/upload/v1645702972/attached_image/manfaat-buah-manggis-untuk-kesehatan-yang-sayang-dilewatkan.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
FD0264,markisa segar,https://sc04.alicdn.com/kf/U9a58688525d24e25a10c656a5b19874cy.jpg,ok,,,,not_checked,manual_real_food_curation_not_live_checked
